sx_pg,sy_pg,sx_pgas,sy_pgas
3.08545,3.31568,3.43465,3.14556
3.13783,3.26115,3.43822,3.05102
3.14355,3.29214,4.06161,3.17863
3.14484,3.34082,4.45927,3.17266
3.26562,3.37853,4.1303,3.339
3.04354,3.26392,3.91266,3.12359
3.66883,3.33772,3.74939,3.12835
3.12372,3.25412,3.64507,3.22078
3.6037,3.23119,3.38566,3.30003
3.15056,3.26078,3.80532,3.29946
3.45903,3.27841,3.32998,3.48917
3.41732,3.24928,3.09611,3.43558
3.40918,3.27184,3.17617,3.25293
3.20874,3.2983,2.98321,3.27381
3.2838,3.28625,3.46504,3.292
3.00569,3.40169,3.49327,3.22139
3.43432,3.38058,3.83116,3.28476
3.24942,3.34056,3.4321,3.48856
3.26978,3.16847,3.67863,3.38051
3.32604,3.10403,3.80119,3.19167
3.24817,3.09334,3.93964,3.11165
3.11245,3.0953,3.61655,3.24313
3.22062,3.04766,3.70677,3.04748
3.41973,3.04355,3.52628,3.15996
3.40042,3.04888,3.40791,3.30073
3.13623,3.11599,3.18562,3.35966
3.34807,3.11458,3.31442,3.28136
3.19145,3.18698,3.46355,3.28813
3.34266,3.16403,3.59064,3.32221
3.1091,3.16831,3.78122,3.13638
3.25485,3.15649,3.00643,3.22067
2.98696,3.1266,3.01165,3.26496
3.22602,3.10583,4.20898,3.43272
2.98345,3.13895,4.27377,3.51937
3.31798,3.12353,4.14018,3.38118
3.28269,3.07545,3.73113,3.24699
3.90282,3.08875,3.71209,3.1754
3.23974,3.12253,3.76419,3.10638
3.0856,3.0791,3.39219,3.25848
3.09757,3.07686,3.44105,3.31853
3.62573,3.10901,3.45015,3.39124
3.54504,3.09873,3.58991,3.43466
3.4069,3.14052,3.35533,3.43123
3.43812,3.27532,3.44929,3.35473
3.19386,3.302,3.51271,3.22164
3.43235,3.29208,3.40107,3.34382
3.33778,3.24851,3.80754,3.22502
3.89065,3.2624,3.39237,3.19193
3.251,3.24799,3.21672,3.26482
3.39535,3.3138,3.37551,3.2115
3.41151,3.19176,3.46259,3.17769
3.29542,3.14765,3.45762,3.07822
3.2684,3.18325,3.89968,3.0596
3.48384,3.23124,3.87808,3.05542
3.47674,3.20172,3.90771,3.20283
3.22419,3.2082,3.59302,3.20147
3.91494,3.2306,3.69827,3.28723
3.12032,3.22852,4.04289,3.40559
3.04571,3.25198,3.73462,3.56529
3.01864,3.25606,3.37981,3.45557
2.91118,3.23643,3.43421,3.25115
3.00189,3.21991,3.25239,3.12037
3.49636,3.2791,3.29711,3.05481
3.22331,3.24174,3.66987,3.13547
3.33973,3.25953,4.19044,3.27761
3.30306,3.20342,4.23279,3.33453
3.06425,3.26995,3.44618,3.20834
3.34197,3.31502,3.03913,3.24018
3.11412,3.29782,4.01619,3.42215
2.9619,3.30035,3.67104,3.08264
3.22752,3.2818,3.25604,3.18108
3.04448,3.18428,3.06901,3.26401
3.19663,3.16734,2.73678,3.33766
3.08312,3.20441,3.25327,3.35669
3.22975,3.19419,3.27598,3.35675
3.37418,3.23297,3.4657,3.26783
3.41183,3.15876,3.462,3.41102
3.20175,3.20332,3.32419,3.47932
3.0334,3.25258,3.18545,3.34424
3.42848,3.23629,2.93852,3.35348
3.21429,3.24133,2.74423,3.60783
3.21531,3.24549,2.92342,3.67029
3.44301,3.24558,3.20409,3.62598
3.56404,3.26921,3.54354,3.37545
3.40168,3.2525,3.60166,3.24065
3.56286,3.32566,3.46239,3.12911
3.35221,3.2866,3.85691,3.16036
3.1966,3.27861,3.86956,3.18789
3.312,3.31035,3.56772,3.16066
3.01897,3.24759,3.58665,3.21405
3.38143,3.24948,3.70233,3.4305
3.38143,3.24948,3.09543,3.20488
3.29846,3.24426,2.86794,3.26869
3.05947,3.23378,3.09094,3.29932
3.3029,3.2245,2.8391,3.42163
3.31074,3.22255,3.02379,3.40001
3.39014,3.23554,3.41613,3.20564
3.18275,3.24147,3.17532,2.95641
3.23483,3.22341,3.52312,3.01134
3.30561,3.28628,3.61097,3.12272
3.28892,3.28148,3.60403,3.26037
3.28892,3.28148,3.77833,3.05141
2.94488,3.24401,3.97444,3.09161
3.10393,3.29694,3.83611,3.14596
3.38698,3.31115,3.59745,3.11297
3.34939,3.279,3.64655,3.17248
3.57449,3.25921,3.22325,3.08009
3.08509,3.2721,3.42854,3.13201
3.11576,3.33108,3.35746,3.18007
3.03207,3.28913,3.32516,3.10181
2.85867,3.45216,2.95761,3.10533
3.00558,3.41291,2.98279,3.05488
3.20734,3.35218,3.1499,3.19195
3.51385,3.31723,2.96019,3.27127
3.51385,3.31723,3.2087,3.42415
3.38757,3.3221,3.12852,3.33615
3.25086,3.42492,2.97438,3.34784
3.57556,3.38921,3.2215,3.20388
3.54712,3.38442,3.07446,2.96939
3.68624,3.4201,3.57276,3.12291
3.06093,3.37326,3.66752,3.31256
3.46665,3.38245,4.26307,3.4083
3.07893,3.40029,4.02618,3.44038
3.31693,3.28216,3.84669,3.49823
2.99295,3.28731,3.70257,3.51344
2.93275,3.30763,3.42438,3.39875
3.07847,3.3085,3.03998,3.54006
3.09906,3.3437,3.11954,3.47452
3.08233,3.37697,3.09321,3.34738
2.89517,3.398,3.47871,3.37819
2.99515,3.36577,3.29386,3.44701
3.31038,3.32578,3.06716,3.40803
3.34246,3.30966,2.85507,3.34037
2.99876,3.30881,3.19047,3.16396
3.16088,3.25537,3.46852,3.21604
3.18572,3.21866,3.46729,3.11779
3.01461,3.20386,3.5639,3.28931
3.35787,3.301,3.86251,3.16031
3.28037,3.26841,3.50293,2.99084
2.96653,3.2634,3.23638,3.08336
3.26461,3.25267,3.15598,3.24833
3.11902,3.22443,3.29617,3.46229
3.019,3.37366,3.13904,3.34857
3.41978,3.32183,3.05039,3.46231
2.98852,3.3115,3.27549,3.31681
3.06323,3.33857,3.55631,3.35434
3.39659,3.33327,3.74824,3.32315
3.3213,3.31039,3.38314,3.15766
3.1815,3.28193,3.0803,3.17877
2.95928,3.27332,3.00934,3.37735
3.31713,3.22469,3.2486,3.24608
3.05308,3.2355,3.20738,3.39887
3.15584,3.2389,2.97549,3.23222
3.12158,3.44855,2.76338,3.30806
3.12624,3.42436,3.41992,3.2074
3.12475,3.33753,3.58205,3.29515
2.90398,3.34053,3.40153,3.09216
3.23967,3.44549,3.41035,3.02943
2.88644,3.35983,3.00917,3.13283
2.9234,3.40332,3.40582,3.20661
2.87585,3.49027,3.46692,3.36548
2.85481,3.42127,3.40301,3.24376
2.87135,3.34783,3.28838,3.33622
2.86698,3.33205,2.99255,3.43465
3.14153,3.36356,2.95087,3.46034
3.10194,3.43033,3.43821,3.47731
3.1453,3.36468,3.30362,3.22758
2.90487,3.36643,3.38769,3.24817
2.88986,3.38891,3.36722,3.5427
3.11481,3.40665,3.23006,3.32569
3.33426,3.47355,3.23766,3.26962
3.26236,3.44996,3.56321,3.17465
3.31444,3.5163,3.40446,3.23098
3.05039,3.43259,3.50784,3.58337
3.02354,3.46077,3.61512,3.30518
3.00626,3.45947,3.32496,3.27959
2.99598,3.47008,3.30302,3.4054
2.97807,3.59797,3.43195,3.39023
3.18191,3.58577,3.17685,3.40719
3.12871,3.58893,3.17924,3.28695
2.92795,3.51608,3.44627,3.37348
2.88642,3.56713,3.32363,3.19606
2.93602,3.54748,3.60473,3.31807
3.38065,3.56008,3.85149,3.30062
3.03251,3.5001,3.31684,3.15432
2.83394,3.47683,3.21237,3.19385
2.90808,3.55333,3.27924,3.00824
2.8472,3.57174,3.25223,3.06724
2.82921,3.58956,3.23586,2.89442
2.98652,3.45883,4.15238,2.96746
3.11015,3.48133,3.58077,3.06522
3.19469,3.50701,3.52808,3.16186
3.46825,3.61793,3.64431,3.35114
3.20336,3.62403,3.91662,3.26356
3.51662,3.64554,3.73168,3.13346
2.92312,3.52211,3.76164,3.3151
3.05231,3.51036,3.48385,3.12229
2.88795,3.48727,3.77129,3.12466
2.91845,3.48441,3.65345,3.12563
3.03619,3.52889,3.87211,2.99473
2.89198,3.5029,3.30623,3.03043
2.93608,3.56631,3.39826,3.00806
2.82222,3.5723,3.42506,3.23149
2.94672,3.52714,3.2784,3.11085
2.81125,3.47705,3.44194,3.1537
2.85698,3.45223,3.67165,3.17368
3.18048,3.51375,4.05828,3.11339
2.93546,3.43168,4.15587,3.24033
2.82345,3.46182,3.60681,3.15758
3.20424,3.35103,3.663,3.15673
2.87143,3.34036,3.35931,3.25473
3.25263,3.31163,3.50655,3.22909
2.97378,3.29233,3.51121,3.23371
3.32846,3.28865,3.9214,3.27658
3.00163,3.31006,4.20005,3.2197
3.24949,3.33007,3.44315,3.20928
3.03259,3.3337,3.31632,3.16511
3.68987,3.33852,3.20389,3.11164
3.30713,3.36389,2.8616,3.36854
3.22509,3.46042,3.1376,3.3866
3.33646,3.48136,3.35887,3.30437
3.47782,3.43878,3.10454,3.09242
3.15891,3.30977,3.0628,3.24275
3.17198,3.39038,3.37505,3.15258
4.09754,3.38758,3.29609,3.21361
3.79364,3.39691,2.98121,3.40534
3.98028,3.42878,3.38036,3.28851
3.21392,3.45186,3.32538,3.12793
3.29805,3.44644,3.46658,3.09683
3.5995,3.45694,3.39856,3.23389
3.55197,3.46028,3.28165,3.1112
2.97631,3.43107,3.29148,3.08957
3.00828,3.40368,3.87496,3.00574
3.1894,3.43444,3.88732,3.22081
3.01882,3.42108,3.66678,3.34884
3.42314,3.45809,3.99849,3.3654
3.0839,3.37684,3.81572,3.33255
3.26774,3.4569,3.70977,3.12409
2.98491,3.41695,3.60769,3.05107
2.98067,3.52917,3.292,3.07079
3.34857,3.54565,3.70635,3.00727
2.81583,3.63667,3.56411,3.07979
2.81583,3.63667,3.48734,3.16836
3.14091,3.69822,3.39611,3.24574
2.81725,3.54117,3.25341,3.20529
3.06266,3.53231,3.73276,3.27019
3.26901,3.42545,3.54975,3.23153
3.02993,3.37192,3.11088,3.26205
3.20154,3.38036,3.12077,3.20152
3.31398,3.3907,3.04566,3.22685
3.3872,3.40889,3.07473,3.13746
2.8249,3.51448,3.099,2.84812
3.18677,3.44866,3.23674,3.14649
2.90522,3.59011,3.12776,3.12638
2.93649,3.58746,2.93996,3.16147
2.98781,3.63821,3.06604,3.28474
2.95159,3.73278,3.20828,3.39202
3.4174,3.66788,2.92065,3.43353
3.37818,3.67548,2.95405,3.3232
3.23646,3.45797,2.85144,3.31493
3.15896,3.46504,3.2019,3.22718
3.26626,3.35503,3.61691,3.52836
3.35835,3.37196,3.97663,3.35375
3.49316,3.27453,3.42582,3.22242
3.17966,3.30906,2.97038,3.2484
3.17492,3.28849,2.81045,3.44568
3.10688,3.31548,2.87859,3.52066
3.35808,3.36908,3.07057,3.35512
3.2631,3.42249,3.23371,3.25048
3.44665,3.39617,3.32192,3.21006
3.42513,3.44553,2.81006,3.13476
3.3341,3.44353,2.79906,3.46278
3.44235,3.5343,3.12682,3.4076
3.30341,3.39272,2.96808,3.42038
3.30341,3.39272,3.2391,3.35949
3.52526,3.40962,3.50249,3.20576
3.33448,3.36465,3.11724,3.41914
3.2302,3.3701,3.26149,3.31502
2.99419,3.30713,2.99282,3.29853
3.0883,3.30188,3.04537,3.25122
3.2524,3.17697,3.1487,3.31728
3.54482,3.32388,3.06782,3.43592
3.36501,3.27917,2.79899,3.49432
3.30792,3.27937,2.75358,3.55929
2.97606,3.26592,3.0528,3.38861
3.13884,3.23791,3.19801,3.43009
2.93901,3.25331,3.04054,3.30969
3.31001,3.24507,3.34721,3.32449
3.00448,3.25729,3.33619,3.34715
3.32034,3.26725,3.56323,3.35194
3.32563,3.45279,3.7184,3.24991
3.01358,3.32367,3.44237,3.00656
3.49954,3.3446,3.44572,2.99943
3.45628,3.35827,3.29219,3.14823
3.41456,3.35862,3.46958,3.2881
2.91198,3.33698,3.70588,3.27161
3.33672,3.33829,3.81822,3.16589
3.11,3.34145,3.48238,3.16087
3.02593,3.27486,3.28692,3.17695
3.24016,3.32813,3.24204,3.16867
3.18453,3.42774,3.25972,3.18246
2.96875,3.41544,3.03351,3.34338
3.20609,3.3661,3.27415,3.3184
3.22928,3.3978,3.38132,3.20808
3.27377,3.46553,3.40851,3.2887
3.18774,3.37276,3.1395,3.27805
3.42858,3.34181,3.49211,3.27568
3.18735,3.39933,4.15589,3.40437
3.38278,3.41718,4.1782,3.34006
3.59707,3.3874,3.63842,3.55186
2.96523,3.37213,3.78663,3.20338
3.18636,3.39739,4.07285,3.11154
3.02555,3.36603,3.33539,3.08799
3.03605,3.35654,3.6475,3.09546
3.04082,3.47786,3.55013,2.98746
2.78295,3.45724,3.27603,2.93555
2.70341,3.47008,3.09125,3.1751
2.66599,3.37669,3.02072,3.33761
2.94113,3.39283,2.99516,3.25823
3.11725,3.39557,3.39297,3.10749
3.27295,3.40285,3.4087,3.09203
3.16375,3.51631,3.25906,3.40703
3.1168,3.44719,3.14516,3.30625
3.3365,3.39383,3.32728,3.1514
3.12291,3.48008,3.45117,3.23621
3.15149,3.4417,3.79489,3.22801
3.21583,3.49668,3.85496,3.2416
3.03931,3.42329,4.08252,3.34523
3.11685,3.43919,3.82323,3.23352
3.35131,3.45353,3.48949,3.20272
3.25533,3.49208,3.55553,3.24076
3.13929,3.43332,3.43675,3.29551
3.2535,3.47463,3.44993,3.38745
3.4811,3.36565,3.33177,3.39013
3.47036,3.42975,3.65373,3.52914
2.90917,3.26404,3.64245,3.3909
3.33827,3.14095,3.3437,3.37684
2.94099,3.14985,3.08452,3.39293
3.08492,3.15131,3.61775,3.25439
3.30417,3.10211,3.07494,3.32442
2.97298,3.09016,2.9575,3.35108
2.95717,3.18979,3.04271,3.34459
3.76982,3.0946,3.30436,3.42653
3.23032,3.18467,3.27267,3.25029
2.97185,3.21018,3.4913,3.1455
3.20199,3.1585,3.21234,3.10297
3.07041,3.2845,3.00741,3.16941
3.08516,3.29765,2.87854,3.26568
3.03268,3.27743,3.15684,3.20332
3.1309,3.17987,3.22429,3.2108
2.87054,3.15118,3.60025,3.37874
3.0816,3.18738,3.38781,3.11836
3.09218,3.20275,3.17263,3.25598
3.28555,3.11946,2.988,3.3937
3.05788,3.12474,3.34376,3.25344
3.79063,3.11532,3.29392,3.09694
3.59043,3.14673,3.47402,3.13861
3.4607,3.17481,3.8117,3.17219
3.548,3.14691,3.60485,3.27644
3.68987,3.2558,3.07695,3.31511
3.11073,3.15398,3.20923,3.36744
3.35343,3.19503,3.31473,3.22178
3.21655,3.16517,3.33903,3.11537
3.67172,3.08571,3.57834,3.10541
3.35992,3.10945,3.58837,3.10184
3.2455,3.10873,3.78044,3.27609
3.24845,3.10342,3.55905,3.23207
3.59803,3.12134,3.09948,3.12196
3.32822,3.19749,3.14403,3.19506
3.22221,3.16316,3.20645,3.23396
3.15909,3.16473,3.13487,3.29351
3.51942,3.23981,3.34632,3.21008
3.11036,3.14492,3.36456,3.38849
3.18998,3.09988,3.58329,3.05606
3.1327,3.1685,3.33969,3.15543
2.8047,3.17371,3.05969,3.05215
3.21129,3.22538,3.59144,3.15323
3.20636,3.29358,3.5937,3.08761
2.96292,3.23612,3.59908,3.30869
3.28216,3.20749,4.00028,3.19618
3.15991,3.22472,3.4872,3.27419
2.94005,3.2026,3.45181,3.12726
2.80634,3.19627,3.13497,3.2509
3.18493,3.22211,2.93937,3.2803
2.86031,3.1867,2.9499,3.27262
2.91712,3.31958,3.3017,3.11421
3.10039,3.3439,3.81346,3.23684
3.00906,3.34196,4.10662,3.11306
3.05011,3.35699,3.19546,3.25631
3.26126,3.36196,3.42726,3.35068
3.14457,3.37604,3.41714,3.28213
2.82456,3.29912,3.60809,3.2086
2.90523,3.26914,3.61526,3.31483
3.00317,3.28915,3.37506,3.30151
3.3252,3.33363,3.21897,3.20285
2.98576,3.23252,3.2488,3.0521
3.02793,3.33216,3.3848,3.00494
2.94597,3.32525,3.12541,3.28999
2.94063,3.27508,2.93446,3.40763
2.99159,3.26724,3.13268,3.35551
3.08659,3.36275,3.54904,3.25552
3.09551,3.35029,4.09529,3.04942
2.80164,3.35909,3.47136,3.24983
3.03438,3.28351,3.56018,3.24602
3.34442,3.41063,3.61073,3.2375
3.27904,3.43779,3.3153,3.19601
3.26998,3.42735,3.438,3.40217
3.26848,3.42455,3.48537,3.18086
3.30681,3.43953,3.50824,3.13303
3.3743,3.42006,3.5719,3.08403
3.42776,3.46409,3.45318,3.1553
3.09301,3.42208,3.17189,3.21591
3.08466,3.35284,3.53173,3.15942
3.18966,3.42349,3.57472,3.13326
3.14897,3.38744,3.57012,3.1784
3.13017,3.45266,3.89029,3.05591
3.118,3.47282,3.57215,3.2651
3.17718,3.38968,2.98692,3.3687
3.03176,3.38,2.87833,3.35923
3.20363,3.47357,3.35487,3.33588
3.11038,3.41532,3.37735,3.12684
3.3688,3.41581,3.45049,3.25786
3.35666,3.33684,3.35372,3.28226
3.07756,3.28488,3.39688,3.39498
3.32569,3.34183,3.36279,3.4399
3.29106,3.23821,3.38585,3.26918
3.22136,3.24304,3.11081,3.22252
3.4438,3.24155,3.36594,3.38987
3.1329,3.25367,3.32505,3.17967
3.61975,3.24406,3.1728,3.13266
3.12198,3.30125,3.85421,3.20412
3.21214,3.27313,3.55313,3.29087
3.04902,3.27597,3.34568,3.11123
3.22865,3.30191,3.56014,3.216
3.07322,3.30384,3.38115,3.10535
3.13081,3.33403,3.10207,3.42541
3.06835,3.25854,3.68672,3.43526
3.05277,3.31601,3.69528,3.37764
3.09947,3.30327,3.58315,3.25864
3.27758,3.2317,3.85909,2.94966
2.8072,3.24906,3.47862,3.09836
2.81542,3.34464,3.28209,3.08062
2.81352,3.35426,3.77873,3.26349
2.83625,3.33079,3.4032,3.11751
2.79089,3.21178,3.31179,3.20374
2.79207,3.17435,3.63333,3.39957
2.78525,3.24448,3.37281,3.04826
2.8803,3.20238,3.27397,2.98496
2.57691,3.11349,3.51988,3.11395
2.72424,3.14764,3.35375,3.18631
2.71702,3.16276,3.37184,3.22294
2.60141,3.24638,3.21458,3.25253
2.9059,3.16926,3.23134,3.29188
2.69882,3.1613,3.22468,3.28467
3.17598,3.1551,2.83385,3.18279
2.67399,3.0239,3.10832,3.32263
3.25281,3.07261,3.32686,3.28873
2.97226,3.15505,2.99558,3.46623
2.79569,3.13547,2.93385,3.1861
3.36712,3.11063,2.84496,3.13729
2.64897,3.11341,2.99788,3.08752
3.07738,3.06944,3.15863,3.09481
2.93361,3.05663,3.27863,3.16687
2.90883,3.05435,3.25288,3.16181
2.89927,3.04542,3.2476,3.29967
3.32962,3.07212,3.23954,3.14763
3.02539,3.09868,3.06197,3.13151
2.97604,3.01129,3.00305,3.23885
3.42684,3.08852,2.9613,3.18881
3.20673,3.08369,3.27397,3.26014
3.29703,3.0576,3.6052,3.23506
3.10545,3.0222,3.41192,3.20284
2.84766,3.03109,3.41341,3.24462
3.23248,3.07117,3.37708,3.24495
3.31753,3.21754,3.20441,3.38816
3.11643,3.21111,3.29431,3.29227
3.51863,3.25047,3.21188,3.29869
3.65672,3.20144,3.06155,3.25099
3.31974,3.25062,3.57048,3.12096
3.30795,3.15597,3.23983,3.0594
3.48506,3.14597,3.2807,3.0608
3.36982,3.12427,3.39843,3.11692
3.18404,3.13075,3.46997,3.2847
3.0476,3.1202,3.12457,3.05594
3.37629,3.12245,3.59504,3.12044
3.44786,3.07527,3.50518,3.1382
3.11825,3.13586,3.49724,3.18483
3.38009,3.22869,3.44837,3.10964
3.46771,3.21175,3.21811,3.24046
3.41951,3.28857,3.50838,3.36228
3.39496,3.19216,3.34231,3.38071
3.40725,3.19315,3.48611,3.3532
3.67405,3.16839,3.09211,3.44219
3.62397,3.18109,2.8991,3.33114
3.54916,3.15953,2.86778,3.12937
3.24731,3.17559,3.09149,3.26578
3.35727,3.16089,3.48283,3.40119
3.47799,3.21308,3.82624,3.22351
3.39163,3.13595,3.99367,3.08245
3.38771,3.16595,3.67639,3.32495
3.44481,3.13884,3.33361,3.37613
3.58889,3.13178,3.13064,3.37627
3.22893,3.15863,3.11255,3.446
3.36881,3.16346,2.74351,3.47612
3.46061,3.12634,2.63437,3.189
3.72181,3.10303,2.87661,3.32584
3.70118,3.07991,2.85183,3.38474
3.49229,3.0939,3.39022,3.23206
3.32967,3.1205,3.22627,3.25701
3.51662,3.10018,3.20733,3.36064
3.19123,3.49621,3.45625,3.57557
3.45296,3.29848,3.50562,3.39452
3.70724,3.31874,3.34419,3.33158
3.48992,3.23673,3.17259,3.59064
3.38105,3.28306,2.80089,3.35946
3.31629,3.2757,2.71523,3.3141
3.49217,3.27596,3.48133,3.33965
3.26734,3.2616,3.53092,3.33619
3.18215,3.25587,3.44237,3.47992
3.34041,3.24038,3.46976,3.38974
3.19423,3.23681,3.89113,3.32685
3.41887,3.32467,3.93078,3.11683
3.66387,3.27491,3.60961,2.99972
3.42396,3.247,3.49224,2.92847
3.37749,3.27335,3.44114,2.9133
3.15572,3.14715,3.64839,3.05936
3.19578,3.12906,3.37914,3.0491
3.3995,3.13486,3.14003,3.08826
3.22032,3.12726,3.30707,2.98956
3.03299,3.10726,3.34575,3.16173
3.40721,3.1699,3.38681,3.09752
3.18152,3.14534,3.41304,3.17855
3.00369,3.15646,3.62097,3.34553
3.7911,3.19812,3.35902,3.23005
3.01441,3.163,3.24801,3.10482
3.18251,3.12837,3.31588,3.15321
3.24976,3.13951,4.01235,3.24005
3.45799,3.15921,3.41215,3.14871
3.2543,3.13434,3.82417,3.16732
3.1815,3.1207,3.77376,3.24088
3.08174,3.07551,3.88185,3.42636
2.8532,3.11661,4.25657,3.31193
3.35196,3.09636,3.64682,3.11313
3.17889,3.14742,3.39163,3.14294
2.96874,3.06739,3.45751,3.25867
3.07547,3.08735,3.0992,3.23813
2.97179,3.10863,3.17334,3.31244
3.22052,3.10728,3.47012,3.39717
3.23954,3.20755,4.10538,3.36113
3.38358,3.23519,3.69394,3.19414
3.37114,3.21883,3.76355,3.13014
3.21137,3.17159,3.42941,3.20238
3.1936,3.16143,3.69388,3.19724
3.19915,3.16708,4.11657,3.33257
3.15258,3.16187,3.92489,3.42008
2.99981,3.22782,3.50323,3.18459
3.33973,3.23849,3.55454,3.36533
3.16706,3.18327,3.45825,3.35888
3.61203,3.24252,3.46133,3.33052
3.38633,3.22464,3.25178,3.20017
3.34999,3.21698,3.98219,3.18909
3.54553,3.1461,3.92375,3.27958
3.70638,3.1563,3.71234,3.35624
3.72631,3.13056,3.76644,3.35318
3.14808,3.13758,3.8582,3.3983
3.53723,3.15043,4.00834,3.34124
3.14928,3.1897,3.66068,3.43235
3.06891,3.16293,3.45926,3.06825
3.21301,3.24024,3.30093,3.2808
3.40807,3.17396,3.24866,3.32163
3.36524,3.21484,3.29308,3.22514
3.56556,3.18887,3.61942,3.29742
3.30976,3.11054,3.60245,3.13775
3.5967,3.14932,3.69359,3.263
3.55818,3.08801,3.68592,3.42425
3.67543,3.11386,3.41971,3.20101
3.69685,3.16149,3.53238,2.97736
3.5162,3.12396,3.4278,3.14037
3.28457,3.14394,3.29253,3.29367
3.08255,3.00068,3.4033,3.15837
3.83916,3.06972,3.78365,3.27098
3.68864,3.11522,3.77748,3.213
3.62575,3.07064,3.38328,3.21098
3.50384,3.17587,3.36927,3.12769
3.6849,3.11067,3.09705,3.3042
3.54072,3.09286,3.2508,3.34623
3.597,3.11235,3.16113,3.10794
3.99141,3.02556,3.09603,3.12536
3.64101,2.99071,3.24249,3.23571
3.50024,2.99627,2.89134,3.24193
3.37931,3.00551,2.87713,3.42106
3.45899,2.97365,2.80464,3.40791
3.35958,2.92485,2.80002,3.26311
3.45371,2.95907,3.08631,3.1301
3.40739,2.95857,3.34476,3.15943
3.40739,2.95857,3.50968,3.24442
3.51408,3.08643,3.36773,3.32115
3.24853,3.24824,3.52307,3.34079
3.24252,3.2933,3.24,3.35037
3.32109,3.26433,3.20545,3.31257
3.17358,3.13313,3.06912,3.22102
3.19624,3.11867,3.33246,3.18145
3.30493,3.13595,3.02093,2.99878
3.16623,3.16568,2.85832,3.16921
3.21442,3.45411,3.24861,3.08509
2.97658,3.47114,3.27706,3.17509
2.9734,3.4958,3.50892,3.15814
3.13803,3.45745,3.31897,3.2501
3.06315,3.45212,3.10171,3.15543
3.2609,3.43128,2.90918,3.15449
3.08905,3.48565,2.9151,3.37704
3.32575,3.45819,2.75304,3.46707
3.19701,3.38141,2.83491,3.294
3.11631,3.4093,3.60925,3.32923
3.51328,3.41823,3.44955,3.51501
3.32362,3.3916,3.57708,3.33631
3.25142,3.4223,3.41542,3.17705
3.40639,3.41277,3.18108,3.23582
3.19276,3.39579,3.68369,3.07791
3.49904,3.39025,3.50451,2.96918
3.33364,3.3831,3.62001,2.99328
3.22481,3.43745,3.40105,3.07969
3.20471,3.453,3.27549,3.20013
3.36106,3.42462,3.10337,3.23363
3.27052,3.45714,3.46519,3.36087
3.60285,3.46464,3.27184,3.00817
3.57938,3.42644,3.39456,3.19567
3.61881,3.44289,3.47619,3.22133
3.27747,3.39545,3.12587,3.56706
3.38619,3.39551,2.80286,3.64372
3.26673,3.42509,3.00478,3.50246
3.33753,3.43432,3.05746,3.40694
3.53703,3.40756,3.08528,3.46993
3.30918,3.51955,3.13501,3.34406
3.36475,3.43473,2.97576,3.24828
3.60862,3.34368,2.83734,3.22547
3.37284,3.38818,3.06633,3.25887
3.42837,3.38304,3.05489,3.15892
3.23407,3.38241,2.922,3.17571
3.16062,3.28206,3.0433,3.19129
3.43194,3.25881,3.34533,3.27167
3.23315,3.30366,3.34062,3.40641
3.26635,3.26227,3.46809,3.36842
3.37012,3.31013,3.52382,3.34792
3.38242,3.31992,3.71627,3.36672
3.13224,3.2833,3.41477,3.26236
3.22607,3.33451,3.46486,3.41599
3.23257,3.41465,3.56375,3.44173
3.66565,3.35549,3.19353,3.41512
3.42141,3.28321,3.58142,3.40857
3.26141,3.37883,3.56064,3.25544
3.15938,3.37829,3.19416,3.25663
3.57662,3.28704,3.64375,3.1023
3.51787,3.31993,3.65264,3.16393
3.74087,3.38872,3.83492,3.2345
3.34276,3.38189,3.84463,3.16786
3.67821,3.38148,3.72476,3.39592
3.64404,3.32615,3.79585,3.19601
3.46713,3.23238,3.38253,3.22865
3.28618,3.19933,3.81983,3.16236
3.36868,3.16014,3.72141,3.13988
3.89091,3.09919,3.39635,3.08285
3.38834,3.09719,3.60345,3.2256
3.31523,3.14256,3.39325,3.21096
3.24713,3.23755,3.25211,3.10945
3.38962,3.15001,3.45859,3.39536
3.2709,3.17075,3.60038,3.25551
3.74562,3.20507,3.57924,3.44675
3.53089,3.19669,3.09606,3.19693
3.55382,3.1301,2.94439,3.14268
3.45573,3.26212,3.04672,3.09046
3.26067,3.3014,2.84383,3.02588
3.41256,3.42284,2.89139,3.19199
3.48806,3.34914,2.76853,3.06542
3.26414,3.31339,2.63994,3.20465
3.54605,3.3584,2.96685,3.09031
3.70797,3.3582,3.20144,3.17715
3.42396,3.35068,3.24568,3.30403
3.42396,3.35068,3.51743,3.45352
3.38628,3.23019,3.66379,3.26404
3.22661,3.29501,3.45604,3.24701
3.51465,3.23554,3.52815,3.32263
3.06718,3.24709,3.43325,3.21595
3.56305,3.24283,3.22171,3.18053
3.77535,3.1397,3.1972,3.29107
3.22522,3.11768,2.90978,3.40365
3.60687,3.12262,3.37237,3.40397
3.22121,3.18154,3.61366,3.4686
3.49232,3.13256,3.70143,3.23301
3.23139,3.13944,3.64525,3.21823
3.37432,3.12707,3.97745,3.28888
3.49938,3.18027,3.77467,3.1269
3.50532,3.19511,3.86565,3.23178
3.6454,3.18355,3.52532,3.25289
3.41736,3.19953,3.59976,3.19506
3.82786,3.15712,3.71786,2.95919
3.11488,3.22442,3.79261,3.12599
3.44572,3.26029,4.13005,3.08414
3.46779,3.28087,3.82821,3.22045
3.20932,3.24035,3.97498,3.2809
